12/04/2025,11:03:54,b'Received packet: 177,38.370280,21.777304,12/4/2025,8:3:53,0.48,2.39,10.97,8,1011.93,18.76\r\n'
12/04/2025,11:03:54,b'Received packet: 178,38.370275,21.777304,12/4/2025,8:3:54,0.24,2.39,11.12,8,1011.92,18.77\r\n'
12/04/2025,11:03:55,b'Received packet: 179,38.370275,21.777304,12/4/2025,8:3:54,0.24,2.39,11.36,8,1011.89,18.77\r\n'
12/04/2025,11:03:55,b'Received packet: 180,38.370276,21.777304,12/4/2025,8:3:55,0.20,2.39,11.05,8,1011.92,18.78\r\n'
12/04/2025,11:03:56,b'Received packet: 181,38\xae370273,21.7w7305,11\xef4/\x02025/8:3Z56,0"15,2.39f11.23,8,151\xb1.90,18.78\r\n'
12/04/2025,11:03:57,b'Received packet: 182,38.370273,21.777305,12/4/2025,8:3:56,0.15,2.39,11.14,8,1011.91,18.79\r\n'
12/04/2025,11:03:57,b'Received packet: 183,38.370273,21.777305,12/4/2025,8:3:57,0.30,2.39,11.32,7,1011.89,18.79\r\n'
12/04/2025,11:03:58,b'Received packet: 184,38.370273,21.777305,12/4/2025,8:3:57,0.30,2.39,11.19,7,1011.91,18.80\r\n'
12/04/2025,11:03:58,b'Received packet: 185,38.370274,21.777305,12/4/2025,8:3:58,0.61,2.39,11.28,7,1011.90,18.81\r\n'
12/04/2025,11:03:59,b'Received packet: 186,38.370274,21.777305,12/4/2025,8:3:58,0.61,2.39,11.26,7,1011.90,18.82\r\n'
12/04/2025,11:04:00,b'Received packet: 187,38.370274,21.777305,12/4/2025,8:3:59,0.61,2.39,11.41,7,1011.88,18.84\r\n'
12/04/2025,11:04:00,b'Received packet: 188,38.370273,21.777305,12/4/2025,8:4:0,0.35,2.39,11.42,7,1011.88,18.85\r\n'
12/04/2025,11:04:01,b'Received packet: 189,38.370273,21.777305,12/4/2025,8:4:0,0.35,2.39,11.41,7,1011.88,18.85\r\n'
12/04/2025,11:04:01,b'Received packet: 190,38.370274,21.777304,12/4/2025,8:4:1,0.93,2.39,11.24,8,1011.90,18.87\r\n'
12/04/2025,11:04:02,b'Received packet: 191,38.370274,21.777304,12/4/2025,8:4:1,0.93,2.39,10.85,8,1011.95,18.88\r\n'
12/04/2025,11:04:03,b'Received packet: 192,38.370272,21.777298,12/4/2025,8:4:2,0.93,2.39,11.19,8,1011.91,18.88\r\n'
12/04/2025,11:04:03,b'Received packet: 193,38.370269,21.777290,12/4/2025,8:4:3,2.43,2.39,10.91,8,1011.94,18.89\r\n'
12/04/2025,11:04:04,b'Received packet: 194,38.370269,21.777290,12/4/2025,8:4:3,2.43,2.39,11.39,8,1011.88,18.90\r\n'
12/04/2025,11:04:04,b'Received packet: 195,38.370267,21.777282,12/4/2025,8:4:4,2.85,2.39,11.13,8,1011.91,18.91\r\n'
12/04/2025,11:04:05,b'Received packet: 196,38.370267,21.777282,12/4/2025,8:4:4,2.85,2.39,10.97,8,1011.93,18.93\r\n'
12/04/2025,11:04:05,b'Received packet: 197,38.370266,21.777273,12/4/2025,8:4:5,2.87,2.39,10.62,8,1011.97,18.94\r\n'
12/04/2025,11:04:06,b'Received packet: 198,38.370262,21.777262,12/4/2025,8:4:6,4.20,2.39,10.10,8,1012.04,18.95\r\n'
12/04/2025,11:04:07,b'Received packet: 199,38.370262,21.777262,12/4/2025,8:4:6,4.20,2.39,10.96,8,1011.93,18.94\r\n'
12/04/2025,11:04:07,b'Received packet: 200,38.370257,21.777247,12/4/2025,8:4:7,4.02,322.11,11.48,9,1011.87,18.90\r\n'
12/04/2025,11:04:08,b'Received packet: 201,38.370257,21.777247,12/4/2025,8:4:7,4.02,322.11,9.95,9,1012.06,18.89\r\n'
12/04/2025,11:04:08,b'Received packet: 202,38.370267,21.777240,12/4/2025,8:4:8,6.22,349.63,10.70,9,1011.97,18.92\r\n'
12/04/2025,11:04:09,b'Received packet: 203,38.370267,21.777240,12/4/2025,8:4:8,6.22,349.63,11.52,9,1011.87,18.95\r\n'
12/04/2025,11:04:10,b'Received packet: 204,38.370267,21.777237,12/4/2025,8:4:9,0.85,349.63,10.98,9,1011.93,18.96\r\n'
12/04/2025,11:04:10,b'Received packet: 205,38.370273,21.777232,12/4/2025,8:4:10,2.41,349.63,10.97,10,1011.93,18.98\r\n'
12/04/2025,11:04:11,b'Received packet: 206,38.370273,21.777232,12/4/2025,8:4:10,2.41,349.63,10.98,10,1011.93,18.97\r\n'
12/04/2025,11:04:11,b'Received packet: 207,38.370277,21.777224,12/4/2025,8:4:11,2.65,349.63,10.04,9,1012.05,19.00\r\n'
12/04/2025,11:04:12,b'Received packet: 208,38.370277,21.777224,12/4/2025,8:4:11,2.65,349.63,11.30,9,1011.89,18.98\r\n'
12/04/2025,11:04:13,b'Received packet: 209,38.370274,21.777218,12/4/2025,8:4:12,2.65,349.63,10.71,9,1011.96,18.97\r\n'
12/04/2025,11:04:13,b'Received packet: 210,38.370268,21.777218,12/4/2025,8:4:13,1.63,349.63,12.02,9,1011.81,18.98\r\n'
12/04/2025,11:04:14,b'Received packet: 211,38.370268,21.777218,12/4/2025,8:4:13,1.63,349.63,13.82,9,1011.59,18.98\r\n'
12/04/2025,11:04:14,b'Received packet: 212,38.370265,21.777215,12/4/2025,8:4:14,2.59,326.52,12.03,9,1011.81,18.98\r\n'
12/04/2025,11:04:15,b'Received packet: 213,38.370265,21.777215,12/4/2025,8:4:14,2.59,326.52,11.63,9,1011.85,18.97\r\n'
12/04/2025,11:04:15,b'Received packet: 214,38.370255,21.777212,12/4/2025,8:4:15,4.17,237.63,12.78,9,1011.72,18.98\r\n'
